id;menu_order;classe;category;chapitre;slug;status
2758;3;tle-complementaire;exercices;NULL;lecture-graphique-etude-fonction-bac-es-pondichery-2009;active
3145;3;terminale;exercices;NULL;arithmetique-matrices-bac-s-metropole-2015-spe;active
3445;3;tle-complementaire;exercices;NULL;fonction-exponentielle-bac-esl-metropole-2015;active
7099;3;tle-complementaire;exercices;NULL;suites-bac-es-l-pondichery-2018;active
7116;3;tle-complementaire;exercices;NULL;graphes-bac-es-l-pondichery-2018-spe;active
7178;3;terminale;exercices;NULL;probabilites-bac-s-pondichery-2018;active
7729;3;terminale;exercices;NULL;geometrie-dans-lespace-bac-s-liban-2018;active
7793;3;tle-complementaire;exercices;NULL;qcm-bac-es-l-liban-2018;active
7879;3;tle-complementaire;exercices;NULL;suites-bac-es-l-amerique-du-nord-2018;active
7949;3;terminale;exercices;NULL;geometrie-dans-lespace-bac-s-amerique-du-nord-2018;active
8610;3;terminale;exercices;NULL;probabilites-bac-s-centres-etrangers-2018;active
8660;3;tle-complementaire;exercices;NULL;probabilites-bac-es-l-centres-etrangers-2018;active
9074;3;terminale;exercices;NULL;fonctions-bac-s-antilles-guyane-2018;active
9107;3;tle-complementaire;exercices;NULL;suites-bac-es-l-antilles-guyane-2018;active
9109;3;tle-complementaire;exercices;NULL;graphes-bac-es-antilles-guyane-2018-spe;active
9174;3;terminale;exercices;NULL;geometrie-dans-lespace-bac-s-metropole-2018;active
9227;3;tle-complementaire;exercices;NULL;suites-bac-es-l-metropole-2018;active
9231;3;tle-complementaire;exercices;NULL;graphes-bac-es-l-metropole-2018-spe;active
9278;3;terminale;exercices;NULL;fonctions-et-aires-bac-s-polynesie-2018;active
9324;3;tle-complementaire;exercices;NULL;suites-bac-es-l-polynesie-2018;active
9375;3;tle-complementaire;exercices;NULL;suites-bac-es-l-asie-2018;active
9377;3;tle-complementaire;exercices;NULL;matrices-de-transition-bac-es-asie-2018-spe;active
9444;3;terminale;exercices;NULL;geometrie-dans-lespace-bac-s-asie-2018;active
9906;3;troisieme;exercices;NULL;fonctions-brevet-metropole-2017;active
10405;3;obsolete;exercices;1erees-suites-arithmetiques-et-geometriques;suites-bac-blanc-es-l-sujet-1-maths-cours-2018;active
10475;3;tle-complementaire;exercices;tes-exponentielle;fonction-exponentielle-bac-blanc-es-l-sujet-3-maths-cours-2018;active
10508;3;tle-complementaire;exercices;tes-spe-graphe-probabiliste;matrices-bac-blanc-es-l-sujet-4-maths-cours-2018-spe;active
10554;3;tle-complementaire;exercices;NULL;fonctions-et-integrales-bac-blanc-es-l-sujet-5-maths-cours-2018;active
10594;3;tle-complementaire;exercices;NULL;loi-normales-intervalle-de-confiance-bac-blanc-es-l-sujet-6-maths-cours-2018;active
11205;3;premiere;exercices;NULL;probabilites-controle-continu-1ere-2020-sujet-zero;active
1085;4;tle-complementaire;exercices;tes-exponentielle;calcul-rentabilite-bac-es-amerique-nord-2008;active
1485;4;terminale;exercices;NULL;suites-integrales-bac-s-amerique-du-nord-2008;active
1886;4;tle-complementaire;exercices;NULL;ajustement-affine-logarithmique-bac-es-liban-2008;active
1904;4;tle-complementaire;exercices;NULL;logarithme-aire-bac-es-polynesie-francaise-2008;active
1925;4;tle-complementaire;exercices;NULL;fonction-application-economique-bac-es-metropole-2009;active
1944;4;tle-complementaire;exercices;NULL;etude-fonction-bac-es-amerique-nord-2009;active
1966;4;tle-complementaire;exercices;NULL;fonction-deux-variables-bac-es-liban-2009;active
1981;4;tle-complementaire;exercices;NULL;etude-fonction-calcul-aire-bac-es-centres-etrangers-2009;active
2014;4;tle-complementaire;exercices;NULL;etude-benefice-bac-es-metropole-2012;active
2044;4;tle-complementaire;exercices;NULL;fonctions-loi-normale-bac-es-pondichery-2013;active
2076;4;tle-complementaire;exercices;NULL;exponentielle-bac-es-amerique-nord-2013;active
2123;4;tle-complementaire;exercices;NULL;fonctions-bac-es-metropole-2013-2;active
2145;4;tle-complementaire;exercices;NULL;fonctions-bac-es-pondichery-2014;active
2178;4;tle-complementaire;exercices;NULL;qcm-bac-es-centres-etrangers-2014;active
2206;4;tle-complementaire;exercices;NULL;fonctions-bac-es-metropole-2014;active
2221;4;terminale;exercices;NULL;nombres-complexes-geometrie-bac-s-metropole-2008;active
2227;4;terminale;exercices;NULL;nombres-complexes-suites-bac-s-metropole-2008;active
2258;4;terminale;exercices;NULL;suites-equations-differentielles-bac-s-pondichery-2008;active
2318;4;terminale;exercices;NULL;integrales-interpretation-graphique-bac-s-liban-2008;active
2329;4;terminale;exercices;NULL;nombres-complexes-bac-s-metropole-2009;active
2334;4;terminale;exercices;NULL;congruences-bac-s-metropole-2009;active
2391;4;terminale;exercices;NULL;nombres-complexes-rotations-bac-s-amerique-du-nord-2009;active
2415;4;terminale;exercices;NULL;nombres-complexes-barycentres-bac-s-liban-2009;active
2437;4;terminale;exercices;NULL;suite-fonctions-bac-s-centres-etrangers-2009;active
2477;4;terminale;exercices;NULL;fonctions-suites-bac-s-amerique-nord-2011;active
2495;4;terminale;exercices;NULL;nombres-complexes-transformations-plan-bac-s-metropole-2012;active
2514;4;terminale;exercices;NULL;probabilites-bac-s-pondichery-2013;active
2543;4;terminale;exercices;NULL;logarithme-bac-s-amerique-nord-2013;active
2553;4;terminale;exercices;NULL;suites-bac-s-spe-polynesie-2013;active
2600;4;terminale;exercices;NULL;suites-matrices-bac-s-spe-metropole-2013;active
2626;4;terminale;exercices;NULL;fonctions-bac-s-pondichery-2014;active
2633;4;terminale;exercices;NULL;suites-complexes-bac-s-liban-2014;active
2636;4;terminale;exercices;NULL;suites-matrices-bac-s-liban-2014;active
2654;4;terminale;exercices;NULL;matrices-bac-s-amerique-nord-2014;active
2672;4;terminale;exercices;NULL;geometrie-espace-bac-s-centres-etrangers-2014;active
2681;4;terminale;exercices;NULL;matrices-spe-bac-s-centres-etrangers-2014;active
2701;4;terminale;exercices;NULL;fonctions-bac-s-polynesie-2014;active
2750;4;terminale;exercices;NULL;matrices-spe-bac-s-metropole-2014;active
2771;4;tle-complementaire;exercices;NULL;ajustement-exponentiel-bac-es-liban-2009;active
7105;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-pondichery-2018;active
7171;4;terminale;exercices;NULL;geometrie-dans-lespace-bac-s-pondichery-2018;active
7213;4;terminale;exercices;NULL;chiffrement-bac-s-pondichery-2018-spe;active
7740;4;terminale;exercices;NULL;suite-de-fonctions-bac-s-liban-2018;active
7817;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-liban-2018;active
7892;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-amerique-du-nord-2018;active
7974;4;terminale;exercices;NULL;suites-fonctions-bac-s-amerique-du-nord-2018;active
8011;4;terminale;exercices;NULL;suites-matrices-bac-s-amerique-du-nord-2018-spe;active
8625;4;terminale;exercices;NULL;geometrie-dans-lespace-bac-s-centres-etrangers-2018;active
8638;4;terminale;exercices;NULL;cryptage-rsa-bac-s-centres-etrangers-2018-spe;active
8664;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-centres-etrangers-2018;active
9080;4;terminale;exercices;NULL;suites-bac-s-antilles-guyane-2018;active
9091;4;terminale;exercices;NULL;matrices-de-transition-bac-s-antilles-guyane-2018-spe;active
9138;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-antilles-guyane-2018;active
9176;4;terminale;exercices;NULL;nombres-complexes-bac-s-metropole-2018;active
9178;4;terminale;exercices;NULL;matrices-et-arithmetique-bac-s-metropole-2018-spe;active
9229;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-metropole-2018;active
9280;4;terminale;exercices;NULL;suites-bac-s-polynesie-2018;active
9282;4;terminale;exercices;NULL;matrices-de-transition-bac-s-polynesie-2018-spe;active
9326;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-polynesie-2018;active
9328;4;tle-complementaire;exercices;NULL;graphes-bac-es-polynesie-2018-spe;active
9381;4;tle-complementaire;exercices;NULL;fonctions-bac-es-l-asie-2018;active
9446;4;terminale;exercices;NULL;nombres-complexes-bac-s-asie-2018;active
9448;4;terminale;exercices;NULL;arithmetique-bac-s-asie-2018-spe;active
9512;4;troisieme;exercices;NULL;geometrie-plane-brevet-metropole-2018;active
9910;4;troisieme;exercices;NULL;panneaux-solaires-brevet-metropole-2017;active
10556;4;tle-complementaire;exercices;NULL;suites-et-algorithmes-bac-blanc-es-l-sujet-5-maths-cours-2018;active
10597;4;tle-complementaire;exercices;NULL;fonctions-bac-blanc-es-l-sujet-6-maths-cours-2018;active
10600;4;tle-complementaire;exercices;NULL;graphes-probabilistes-bac-blanc-es-sujet-6-maths-cours-2018-spe;active
1798;5;troisieme;exercices;NULL;calcul-angles-brevet-metropole-2013;active
1806;5;troisieme;exercices;NULL;calcul-couts-brevet-metropole-2013;active
1833;5;troisieme;exercices;NULL;qcm-brevet-metropole-2014;active
4085;5;terminale;exercices;NULL;suites-integrales-bac-s-pondichery-2016;active
7752;5;terminale;exercices;NULL;suites-et-probabilites-bac-s-liban-2018;active
7761;5;terminale;exercices;NULL;suite-de-fibonacci-bac-s-liban-2018-spe;active
9518;5;troisieme;exercices;NULL;algorithme-de-calcul-brevet-metropole-2018;active
9917;5;troisieme;exercices;NULL;calculs-de-vitesse-brevet-metropole-2017;active
1781;6;troisieme;exercices;NULL;calcul-vitesse-brevet-pondichery-2013;active
9525;6;troisieme;exercices;NULL;programme-scratch-brevet-metropole-2018;active
1804;7;troisieme;exercices;NULL;qcm-brevet-metropole-2013;active
1841;7;troisieme;exercices;NULL;calculs-aires-cout-metropole-2014;active
9532;7;troisieme;exercices;NULL;hand-spinner-brevet-metropole-2018;active
9936;7;troisieme;exercices;NULL;volumes-brevet-metropole-2017;active
249;10;sixieme;exercices;3e-division-euclidienne;algorithme-coefficient-directeur;active
313;10;premiere;cours;1e-fonctions-valeur-absolue-et-racine-carree;fonction-valeur-absolue;active
733;10;sixieme;exercices;2nde-trigonometrie;relation-sinus-cosinus;active
1059;10;terminale;exercices;ts-lois-normales;loi-normale-polynesie-2013;active
6212;10;terminale;exercices;NULL;bac-s-pondichery-2017;active
20141;10;seconde;exercices;3e-division-euclidienne;testiii;active
20040;11;NULL;pageadmin;NULL;mise-a-jour-article-2;waiting
20111;11;NULL;page;NULL;page-410;active
1552;4150001;troisieme;cours;3e-division-euclidienne;division-euclidienne-pgcd;active
1658;4151001;troisieme;exercices;3e-division-euclidienne;criteres-de-divisibilite-141103;active
1661;4151001;troisieme;exercices;3e-division-euclidienne;vocabulaire-divisibilite-141103;active
1664;4152001;troisieme;exercices;3e-division-euclidienne;algorithme-deuclide-simplifications;active
1667;4152001;troisieme;exercices;3e-division-euclidienne;pgcd-brevet-2006-141104;active
1669;4152001;troisieme;exercices;3e-division-euclidienne;pgcd-brevet-2005-141112;active
20140;4152011;troisieme;exercices;3e-division-euclidienne;testyyy;active
19981;4157010;NULL;methode;NULL;decomposer-un-entier-en-produit-de-facteurs-premiers;active
19957;4158001;NULL;supplement;NULL;deux-methodes-de-calcul-du-pgcd;active
1628;4159001;tle-expert-xp;solver;3e-division-euclidienne;algorithme-euclide;active
1559;4200001;troisieme;cours;3e-calcul-fractions-puissances;regles-de-calculs-fractions-puissances;active
1674;4201001;troisieme;exercices;3e-calcul-fractions-puissances;somme-ou-produit-141028;active
1676;4202001;troisieme;exercices;3e-calcul-fractions-puissances;fractions-racines-carrees-brevet-2010-141101;active
1683;4202001;troisieme;exercices;3e-calcul-fractions-puissances;puissances-de-10-brevet-2012-141030;active
1686;4202001;troisieme;exercices;3e-calcul-fractions-puissances;simplifications-brevet-2001-141030;active
1632;4204001;troisieme;qcm;3e-calcul-fractions-puissances;regles-de-calculs;active
19188;4250001;NULL;cours;NULL;equations-inequations;waiting
20099;4257011;NULL;methode;NULL;resoudre-une-equation-du-premier-degre;waiting
1561;4300001;troisieme;cours;3e-calcul-litteral;calcul-litteral;active
1690;4302001;troisieme;exercices;3e-calcul-litteral;developper-reduire-141028;active
1693;4302001;troisieme;exercices;3e-calcul-litteral;factorisations-141028;active
1698;4302001;troisieme;exercices;3e-calcul-litteral;identites-remarquables-brevet-2002-141030;active
1705;4302001;troisieme;exercices;3e-calcul-litteral;identites-remarquables-calcul-mental-141028;active
1637;4304001;troisieme;qcm;3e-calcul-litteral;factorisation-developpement;active
1566;4350001;troisieme;cours;3e-notion-de-fonction;fonction;active
624;4351001;troisieme;exercices;3e-notion-de-fonction;lecture-images-141002;active
1707;4351001;troisieme;exercices;3e-notion-de-fonction;calcul-images-141013;active
626;4352001;troisieme;exercices;3e-notion-de-fonction;lecture-antecedent-141002;active
1719;4352001;troisieme;exercices;3e-notion-de-fonction;programme-de-calcul-fonctions;active
1766;4352001;troisieme;exercices;3e-notion-de-fonction;fonctions-tableur-brevet-pondichery-2013;active
1786;4352001;troisieme;exercices;3e-notion-de-fonction;aire-fonction-brevet-metropole-2013;active
1790;4352001;troisieme;exercices;3e-notion-de-fonction;fonction-lecture-graphique-brevet-metropole-2013;active
4529;4352001;troisieme;exercices;3e-notion-de-fonction;vitesse-de-fusee-ariane-5;active
19377;4352031;NULL;exercices;NULL;fonctions-tableur-brevet-pondichery-2013-2;active
19378;4352041;NULL;exercices;NULL;aire-fonction-brevet-metropole-2013-2;active
19379;4352051;NULL;exercices;NULL;fonction-lecture-graphique-brevet-metropole-2013-2;active
1568;4400001;troisieme;cours;3e-fonctions-affines;fonctions-lineaires-et-fonctions-affines;active
19190;4400001;NULL;cours;NULL;fonction-lineaire-proportionnalite;waiting
1722;4402001;troisieme;exercices;3e-fonctions-affines;representer-fonctions-affines-141027;active
1726;4402001;troisieme;exercices;3e-fonctions-affines;fonctions-affines-ou-non-141028-2;active
1728;4402001;troisieme;exercices;3e-fonctions-affines;fonction-brevet-pondichery-2010-141015;active
4387;4402001;troisieme;exercices;3e-fonctions-affines;comparaison-de-tarifs;active
1818;4407001;troisieme;methode;3e-fonctions-affines;calcul-de-pourcentages;active
3546;4407001;troisieme;methode;3e-fonctions-affines;tracer-fonctions-affines-lineaires;active
19192;4500001;NULL;cours;NULL;transformations-du-plan;waiting
19195;4550001;NULL;cours;NULL;triangles-semblables;waiting
1571;4600001;troisieme;cours;3e-theoreme-de-pythagore-trigonometrie;theoreme-pythagore;active
1733;4601001;troisieme;exercices;3e-theoreme-de-pythagore-trigonometrie;theoreme-pythagore-141010;active
1735;4602001;troisieme;exercices;3e-theoreme-de-pythagore-trigonometrie;distance-mont-saint-michel-141010;active
1738;4602001;troisieme;exercices;3e-theoreme-de-pythagore-trigonometrie;triangle-et-distances-141010;active
1740;4602001;troisieme;exercices;3e-theoreme-de-pythagore-trigonometrie;trigonometrie-brevet-metropole-2014;active
5299;4602001;troisieme;exercices;3e-theoreme-de-pythagore-trigonometrie;calcul-de-tan15;active
19380;4602021;NULL;exercices;NULL;trigonometrie-brevet-metropole-2014-2;active
1579;4650001;troisieme;cours;3e-theoreme-de-thales;theoreme-thales;active
1747;4651001;troisieme;exercices;3e-theoreme-de-thales;reciproque-thales-brevet-141010;active
1743;4652001;troisieme;exercices;3e-theoreme-de-thales;mesure-arbre-141012;active
10958;4652001;troisieme;exercices;3e-theoreme-de-thales;theoreme-de-thales-et-cercles;active
1745;4653001;troisieme;exercices;3e-theoreme-de-thales;thales-calcul-longueurs-141012;active
11476;4653001;troisieme;exercices;3e-theoreme-de-thales;theoreme-de-thales-et-parallelogramme;active
11564;4653001;troisieme;exercices;3e-theoreme-de-thales;theoreme-de-thales-et-projections-orthogonales;active
11572;4653001;troisieme;exercices;3e-theoreme-de-thales;losange-dans-un-triangle;active
11534;4657001;troisieme;methode;3e-theoreme-de-thales;calculer-des-longueurs-avec-le-theoreme-de-thales;active
11546;4657001;troisieme;methode;3e-theoreme-de-thales;determiner-si-deux-droites-sont-paralleles-thales;active
1769;4700001;troisieme;cours;3e-solides-volumes;solides-volumes;active
1774;4702001;troisieme;exercices;3e-solides-volumes;pyramide-brevet-pondichery-2013;active
1800;4702001;troisieme;exercices;3e-solides-volumes;volume-cone-brevet-metropole-2013;active
9484;4702001;troisieme;exercices;3e-solides-volumes;volumes-brevet-metropole-2018;active
19381;4702011;NULL;exercices;NULL;pyramide-brevet-pondichery-2013-2;active
19382;4702021;NULL;exercices;NULL;volume-cone-brevet-metropole-2013-2;active
19383;4702031;NULL;exercices;NULL;volumes-brevet-metropole-2018-2;active
1756;4800001;troisieme;cours;3e-statistiques;statistiques;active
1754;4802001;troisieme;exercices;3e-statistiques;statistiques-brevet-pondichery-2013;active
9926;4802001;troisieme;exercices;3e-statistiques;statistiques-brevet-metropole-2017;active
10674;4802001;troisieme;exercices;3e-statistiques;statistiques-nombre-de-buts-marques;active
19384;4802021;NULL;exercices;NULL;statistiques-brevet-pondichery-2013-2;active
19385;4802031;NULL;exercices;NULL;statistiques-brevet-metropole-2017-2;active
10660;4803001;troisieme;exercices;3e-statistiques;tableau-des-frequences-et-diagramme-circulaire;active
1760;4850001;troisieme;cours;3e-probabilites;probabilites-2;active
9954;4851001;troisieme;exercices;3e-probabilites;tableau-a-double-entree-et-probabilites;active
1830;4852001;troisieme;exercices;3e-probabilites;probabilites-brevet-metropole-2014;active
9508;4852001;troisieme;exercices;3e-probabilites;probabilites-brevet-metropole-2018;active
9897;4852001;troisieme;exercices;3e-probabilites;probabilites-brevet-metropole-2017;active
19386;4852011;NULL;exercices;NULL;probabilites-brevet-metropole-2014-2;active
19387;4852021;NULL;exercices;NULL;probabilites-brevet-metropole-2018-2;active
19388;4852031;NULL;exercices;NULL;probabilites-brevet-metropole-2017-2;active
9942;4853001;troisieme;exercices;3e-probabilites;arbre-pondere-et-probabilites;active
19197;4900001;NULL;cours;NULL;scratch-et-algorithmes;waiting
10887;5150001;seconde;cours;2e-nombres-et-calculs;les-ensembles-de-nombres;active
11111;5152001;seconde;exercices;2e-nombres-et-calculs;differents-types-de-nombres;active
11116;5152001;seconde;exercices;2e-nombres-et-calculs;ensembles-de-nombres-appartenance-et-inclusion;active
20139;5152011;seconde;exercices;2e-nombres-et-calculs;ensemble-n-r-z;waiting
950;5157001;seconde;methode;2e-nombres-et-calculs;inequation-avec-valeurs-absolues;active
5527;5158011;NULL;supplement;NULL;ecriture-fractionnaire;active
90;5200001;seconde;cours;2e-equations-et-inequations;equations-et-inequations;active
581;5201001;seconde;exercices;2e-equations-et-inequations;equations-du-premier-degre;active
10768;5201001;seconde;exercices;2e-equations-et-inequations;inequation-produit-tableau-de-signes;active
587;5202001;seconde;exercices;2e-equations-et-inequations;equations-factorisations;active
589;5202001;seconde;exercices;2e-equations-et-inequations;resolution-graphique-dinequations;active
599;5202001;seconde;exercices;2e-equations-et-inequations;signe-quotient-140918;active
607;5203001;seconde;exercices;2e-equations-et-inequations;tableau-signe;active
3770;5203001;seconde;exercices;2e-equations-et-inequations;inequation-et-factorisation;active
10737;5203001;seconde;exercices;2e-equations-et-inequations;calcul-litteral-somme-de-fractions;active
10740;5203001;seconde;exercices;2e-equations-et-inequations;calcul-litteral-simplification-de-fractions;active
1638;5205001;seconde;qcm;2e-equations-et-inequations;equations-seconde;active
609;5207001;seconde;methode;2e-equations-et-inequations;inequation-avec-quotients;active
5654;5207001;seconde;methode;2e-equations-et-inequations;dresser-tableau-de-signes;active
10465;5207001;seconde;methode;2e-equations-et-inequations;resoudre-un-systeme-de-2-equations-a-2-inconnues-par-substitution;active
86;5250001;seconde;cours;2e-fonctions-generalites;fonctions-generalites;active
615;5251001;seconde;exercices;2e-fonctions-generalites;courbe-tableau-variations;active
617;5251001;seconde;exercices;2e-fonctions-generalites;ensemble-definition-1;active
621;5252001;seconde;exercices;2e-fonctions-generalites;ensemble-definition-2;active
628;5252001;seconde;exercices;2e-fonctions-generalites;programme-calcul-141013;active
5082;5252001;seconde;exercices;2e-fonctions-generalites;tableau-de-variations-et-extremums;active
4772;5253001;seconde;exercices;2e-fonctions-generalites;graphiques-signes-variations;active
1639;5255001;seconde;qcm;2e-fonctions-generalites;qcm-images-et-antecedents;active
634;5257001;seconde;methode;2e-fonctions-generalites;determiner-antecedents;active
635;5257001;seconde;methode;2e-fonctions-generalites;determiner-image;active
638;5257001;seconde;methode;2e-fonctions-generalites;ensemble-definition;active
3538;5258001;seconde;supplement;2e-fonctions-generalites;fonctions-paires-impaires;active
123;5300001;seconde;cours;2e-fonctions-lineaires-et-affines;fonctions-lineaires-affines;active
651;5301001;seconde;exercices;2e-fonctions-lineaires-et-affines;fonctions-affines-ou-non-141028;active
639;5302001;seconde;exercices;2e-fonctions-lineaires-et-affines;determiner-fonction-affine-141006;active
644;5302001;seconde;exercices;2e-fonctions-lineaires-et-affines;fonction-affine-alignement-141006;active
649;5302001;seconde;exercices;2e-fonctions-lineaires-et-affines;fonction-affine-variations-signes-141006;active
654;5302001;seconde;exercices;2e-fonctions-lineaires-et-affines;fonctions-affines-et-droites-141006;active
658;5302001;seconde;exercices;2e-fonctions-lineaires-et-affines;fonction-valeur-absolue-ex;active
132;5350001;seconde;cours;2e-fonctions-carre-et-cube;fonction-carre;active
667;5352001;seconde;exercices;2e-fonctions-carre-et-cube;forme-canonique-factorisation;active
669;5352001;seconde;exercices;2e-fonctions-carre-et-cube;formes-canonique-factorisee-141007;active
673;5352001;seconde;exercices;2e-fonctions-carre-et-cube;fonction-carree-encadrements;active
676;5353001;seconde;exercices;2e-fonctions-carre-et-cube;aire-maximale-141007;active
678;5353001;seconde;exercices;2e-fonctions-carre-et-cube;crible-de-matiiassevitch;active
140;5370001;seconde;cours;2e-fonctions-inverse-et-racine-carree;la-fonction-inverse-et-les-fonctions-homographiques;active
699;5371001;seconde;exercices;2e-fonctions-inverse-et-racine-carree;fonction-homographique-ou-non-141009;active
682;5372001;seconde;exercices;2e-fonctions-inverse-et-racine-carree;fonction-inverse-encadrements;active
685;5372001;seconde;exercices;2e-fonctions-inverse-et-racine-carree;fonction-homographique-inequation;active
701;5373001;seconde;exercices;2e-fonctions-inverse-et-racine-carree;fonction-homographique-variations;active
5096;5373001;seconde;exercices;2e-fonctions-inverse-et-racine-carree;fonction-homographique-vitesses-moyennes;active
194;5400001;seconde;cours;2e-vecteurs-generalites;vecteurs;active
3054;5401001;seconde;exercices;2e-vecteurs-generalites;introduction-aux-vecteurs;active
718;5402001;seconde;exercices;2e-vecteurs-generalites;construction-difference;active
20038;5402021;NULL;exercices;NULL;vecteurs-et-cercles-secants;active
10320;5407001;seconde;methode;2e-vecteurs-generalites;relation-de-chasles-et-calculs-vectoriels;active
200;5450001;seconde;cours;2e-vecteurs-et-coordonnees;vecteurs-coordonnees;active
722;5451001;seconde;exercices;2e-vecteurs-et-coordonnees;alignement-131213;active
