id;title;status;slug;menu_order;classe;chapitre;difficult;solve;annale;
2185;Suites - Bac ES/L Polynésie 2014;active;suites-bac-es-polynesie-2014;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-pondichery-2014;15146060
3434;Probabilités - Bac ES/L Métropole 2015;active;probabilites-bac-esl-metropole-2015;1;tle-complementaire;NULL;2;NULL;bac-esl-metropole-2015;15155010
3443;Positions relatives - Bac ES/L Métropole 2015;active;fonction-logarithme-bac-esl-metropole-2015;7403001;terminale;te-logarithme-neperien;3;exercice-corrige;bac-esl-metropole-2015;15155020
3445;Fonction exponentielle - Bac ES/L Métropole 2015;active;fonction-exponentielle-bac-esl-metropole-2015;3;tle-complementaire;NULL;2;NULL;bac-esl-metropole-2015;15155030
6070;QCM – Bac ES/L Métropole Réunion 2016;active;qcm-bac-esl-metropole-reunion-2016;0;tle-complementaire;NULL;2;exercice-corrige;bac-esl-metropole-2016;15165010
6097;Suites – Bac ES/L Métropole Réunion 2016;active;suites-bac-esl-metropole-reunion-2016;8202001;tle-complementaire;tc-suites;2;en-attente-de-correction;bac-esl-metropole-2016;15165020
6109;Probabilités – Bac ES/L Métropole Réunion 2016;active;probabilites-bac-esl-metropole-reunion-2016;8701001;tle-complementaire;tc-lois-a-densite;1;en-attente-de-correction;bac-esl-metropole-2016;15165030
6116;Logarithme – Bac ES/L Métropole Réunion 2016;active;logarithme-bac-esl-metropole-reunion-2016;8602001;tle-complementaire;tc-logarithme-neperien;2;exercice-corrige;bac-esl-metropole-2016;15165040
10381;QCM - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-1-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181110
10394;Fonctions - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;fonctions-bac-blanc-es-l-sujet-1-maths-cours-2018;2;obsolete;1erees-derivees;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181120
10405;Suites - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-1-maths-cours-2018;3;obsolete;1erees-suites-arithmetiques-et-geometriques;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181130
10412;Probabilités - Bac blanc ES/L Sujet 1 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-1-maths-cours-2018;8672001;tle-complementaire;tc-loi-binomiale;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181140
10428;Graphes - Bac blanc ES Sujet 1 - Maths-cours 2018 (spé);active;graphes-bac-blanc-es-sujet-1-maths-cours-2018-spe;9702001;tle-expert;tx-graphes;2;exercice-corrige;bac-blanc-es-l-sujet-1-maths-cours-2018;15181150
10437;QCM - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-2-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181210
10442;Pourcentages - Fonctions - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;pourcentages-fonctions-bac-blanc-es-l-sujet-2-maths-cours-2018;2;obsolete;1erees-derivees;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181220
10448;Probabilités - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-2-maths-cours-2018;8652001;tle-complementaire;tc-probabilites-conditionnelles;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181230
10455;Suites - Bac blanc ES/L Sujet 2 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-2-maths-cours-2018;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181240
10457;Graphes - Bac blanc ES Sujet 2 - Maths-cours 2018 (spé);active;graphes-bac-blanc-es-sujet-2-maths-cours-2018-spe;9702001;tle-expert;tx-graphes;2;exercice-corrige;bac-blanc-es-l-sujet-2-maths-cours-2018;15181250
10469;Suites - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-3-maths-cours-2018;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181310
10473;Coût marginal - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;cout-marginal-bac-blanc-es-l-sujet-3-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181320
10475;Fonction exponentielle - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;fonction-exponentielle-bac-blanc-es-l-sujet-3-maths-cours-2018;3;tle-complementaire;tes-exponentielle;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181330
10477;Probabilités - Bac blanc ES/L Sujet 3 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-3-maths-cours-2018;8653001;tle-complementaire;tc-probabilites-conditionnelles;3;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181340
10479;Graphes - Bac blanc ES/L Sujet 3 - Maths-cours 2018 (spé);active;graphes-bac-blanc-es-l-sujet-3-maths-cours-2018-spe;9702001;tle-expert;tx-graphes;2;exercice-corrige;bac-blanc-es-l-sujet-3-maths-cours-2018;15181350
10499;QCM - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-4-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181410
10501;Probabilités - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;probabilites-bac-blanc-es-l-sujet-4-maths-cours-2018;2;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181420
10503;Fonctions et intégrales - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;fonctions-et-integrales-bac-blanc-es-l-sujet-4-maths-cours-2018;8502001;tle-complementaire;tc-integrales;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181430
10505;Suites - Bac blanc ES/L Sujet 4 - Maths-cours 2018;active;suites-bac-blanc-es-l-sujet-4-maths-cours-2018;8202001;tle-complementaire;tc-suites;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181440
10508;Matrices - Bac blanc ES/L Sujet 4 - Maths-cours 2018 (spé);active;matrices-bac-blanc-es-l-sujet-4-maths-cours-2018-spe;3;tle-complementaire;tes-spe-graphe-probabiliste;2;exercice-corrige;bac-blanc-es-l-sujet-4-maths-cours-2018;15181450
10549;Loi normale - Estimation - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;loi-normale-estimation-bac-blanc-es-l-sujet-5-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181510
10552;QCM Fonctions - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;qcm-fonctions-bac-blanc-es-l-sujet-5-maths-cours-2018;2;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181520
10554;Fonctions et intégrales - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;fonctions-et-integrales-bac-blanc-es-l-sujet-5-maths-cours-2018;3;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181530
10556;Suites et algorithmes - Bac blanc ES/L Sujet 5 - Maths-cours 2018;active;suites-et-algorithmes-bac-blanc-es-l-sujet-5-maths-cours-2018;4;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181540
10559;Graphes probabilistes - Bac blanc ES Sujet 5 - Maths-cours 2018 (spé);active;graphes-probabilistes-bac-blanc-es-l-sujet-5-maths-cours-2018-spe;2;tle-complementaire;tes-spe-graphe-probabiliste;2;exercice-corrige;bac-blanc-es-l-sujet-5-maths-cours-2018;15181550
10590;QCM - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;qcm-bac-blanc-es-l-sujet-6-maths-cours-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181610
10592;Probabilités et suites - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;probabilites-et-suites-bac-blanc-es-l-sujet-6-maths-cours-2018;2;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181620
10594;Loi normales - Intervalle de confiance - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;loi-normales-intervalle-de-confiance-bac-blanc-es-l-sujet-6-maths-cours-2018;3;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181630
10597;Fonctions - Bac blanc ES/L Sujet 6 - Maths-cours 2018;active;fonctions-bac-blanc-es-l-sujet-6-maths-cours-2018;4;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181640
10600;Graphes probabilistes - Bac blanc ES Sujet 6 - Maths-cours 2018 (spé);active;graphes-probabilistes-bac-blanc-es-sujet-6-maths-cours-2018-spe;4;tle-complementaire;NULL;2;exercice-corrige;bac-blanc-es-l-sujet-6-maths-cours-2018;15181650
7864;Probabilités - Bac ES/L Amérique du Nord  2018;active;probabilites-bac-es-l-amerique-du-nord-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182010
7879;Suites - Bac ES/L Amérique du Nord  2018;active;suites-bac-es-l-amerique-du-nord-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182020
7887;Graphes probabilistes - Bac ES/L Amérique du Nord  2018;active;graphes-probabilistes-bac-es-l-amerique-du-nord-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182030
7892;Fonctions - Bac ES/L Amérique du Nord  2018;active;fonctions-bac-es-l-amerique-du-nord-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-amerique-du-nord-2018;15182040
8643;QCM - Bac ES/L Centres étrangers 2018;active;qcm-bac-es-l-centres-etrangers-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182510
8649;Suites - Bac ES/L Centres étrangers 2018;active;suites-bac-es-l-centres-etrangers-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182520
8660;Probabilités - Bac ES/L Centres étrangers 2018;active;probabilites-bac-es-l-centres-etrangers-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182530
8664;Fonctions - Bac ES/L Centres étrangers 2018;active;fonctions-bac-es-l-centres-etrangers-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182540
8683;Graphes probabilistes - Bac ES/L Centres étrangers  2018 (spé);active;graphes-probabilistes-bac-es-l-centres-etrangers-2018-spe;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-centres-etrangers-2018;15182550
9102;QCM - Bac ES/L Antilles-Guyane 2018;active;qcm-bac-es-l-antilles-guyane-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183010
9104;Probabilités - Bac ES/L Antilles-Guyane 2018;active;probabilites-bac-es-l-antilles-guyane-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183020
9107;Suites - Bac ES/L Antilles-Guyane 2018;active;suites-bac-es-l-antilles-guyane-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183030
9109;Graphes - Bac ES Antilles-Guyane 2018 (spé);active;graphes-bac-es-antilles-guyane-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183040
9138;Fonctions - Bac ES/L Antilles-Guyane 2018;active;fonctions-bac-es-l-antilles-guyane-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-antilles-guyane-2018;15183050
9371;QCM – Bac ES/L Asie 2018;active;qcm-bac-es-l-asie-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183510
9373;Probabilités – Bac ES/L Asie 2018;active;probabilites-bac-es-l-asie-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183520
9375;Suites – Bac ES/L Asie 2018;active;suites-bac-es-l-asie-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183530
9377;Matrices de transition – Bac ES Asie 2018 (spé);active;matrices-de-transition-bac-es-asie-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183540
9381;Fonctions – Bac ES/L Asie 2018;active;fonctions-bac-es-l-asie-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183550
7771;Probabilités - Bac ES/L Liban 2018;active;probabilites-bac-es-l-liban-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184010
7781;Suites - Bac ES/L Liban 2018;active;suites-bac-es-l-liban-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184020
7793;QCM - Bac ES/L Liban 2018;active;qcm-bac-es-l-liban-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184030
7817;Fonctions - Bac ES/L Liban 2018;active;fonctions-bac-es-l-liban-2018;4;tle-complementaire;NULL;1;en-attente-de-correction;bac-es-l-liban-2018;15184040
7823;Graphes probabilistes - Bac ES Liban 2018 (spé);active;graphes-probabilistes-bac-es-liban-2018-spe;2;tle-complementaire;tes-spe-graphe-probabiliste;2;en-attente-de-correction;bac-es-l-liban-2018;15184050
9223;Probabilités - Bac ES/L Métropole 2018;active;probabilites-bac-es-l-metropole-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185010
9225;QCM - Bac ES/L Métropole 2018;active;qcm-bac-es-l-metropole-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185020
9227;Suites - Bac ES/L Métropole 2018;active;suites-bac-es-l-metropole-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185030
9229;Fonctions - Bac ES/L Métropole 2018;active;fonctions-bac-es-l-metropole-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185040
9231;Graphes - Bac ES Métropole 2018 (spé);active;graphes-bac-es-l-metropole-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185050
9320;QCM – Bac ES/L Polynésie 2018;active;qcm-bac-es-l-polynesie-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185510
9322;Probabilités – Bac ES/L Polynésie 2018;active;probabilites-bac-es-l-polynesie-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185520
9324;Suites – Bac ES/L Polynésie 2018;active;suites-bac-es-l-polynesie-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185530
9326;Fonctions – Bac ES/L Polynésie 2018;active;fonctions-bac-es-l-polynesie-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185540
9328;Graphes – Bac ES Polynésie 2018 (spé);active;graphes-bac-es-polynesie-2018-spe;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185550
7028;QCM – Bac ES/L Pondichéry 2018;active;qcm-bac-es-l-pondichery-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-es-l-pondichery-2018;15186010
7070;Probabilités – Bac ES/L Pondichéry 2018;active;probabilites-bac-es-l-pondichery-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186020
7099;Suites - Bac ES/L Pondichéry 2018;active;suites-bac-es-l-pondichery-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186030
7105;Fonctions – Bac ES/L Pondichéry 2018;active;fonctions-bac-es-l-pondichery-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186040
7116;Graphes – Bac ES/L Pondichéry 2018 (spé);active;graphes-bac-es-l-pondichery-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186050
1485;Suites et intégrales - Bac S Amérique du Nord 2008;active;suites-integrales-bac-s-amerique-du-nord-2008;4;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082010
1514;Produit scalaire dans l'espace - Bac S - Amérique du Nord 2008;active;produit-scalaire-espace-bac-s-amerique-du-nord-2008;7552001;terminale;te-orthogonalite-dans-lespace;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082020
1867;Droite d'ajustement et astronomie - Bac ES Amérique du Nord 2008;active;droite-ajustement-astronomie-amerique-nord-2008;3;tle-complementaire;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082030
2264;Nombres complexes et géométrie - Bac S Amérique du Nord 2008;active;nombres-complexes-geometrie-bac-s-amerique-du-nord-2008;1;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082040
2268;Surface et arithmétique - Bac S Amérique du Nord 2008;active;surface-arithmetique-bac-s-amerique-du-nord-2008;2;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082050
2276;Etude de fonction et équations - Bac S Amérique du Nord 2008;active;etude-fonctions-equations-bac-s-amerique-du-nord-2008;7402001;terminale;te-logarithme-neperien;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082060
2302;Intégrales Encadrements - Bac S Amérique du Nord 2008;active;integrales-encadrements-bac-s-amerique-du-nord-2008;7452001;terminale;te-primitives-et-integrales;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082070
2308;Probabilités Variables aléatoires - Bac S Liban 2008;active;probabilites-variables-aleatoires-bac-s-liban-2008;8652001;tle-complementaire;tc-probabilites-conditionnelles;2;exercice-corrige;bac-s-liban-2008;18084010
2310;QCM Nombres complexes Géométrie dans l'espace - Bac S Liban 2008;active;qcm-complexes-geometrie-espace-bac-s-liban-2008;2;terminale;NULL;2;exercice-corrige;bac-s-liban-2008;18084020
2313;QCM spécialité - Bac S Liban 2008;active;qcm-specialite-bac-s-liban-2008;2;terminale;NULL;2;NULL;bac-s-liban-2008;18084030
2316;Etude d'une fonction-Suites-Bac S Liban 2008;active;etude-fonction-suite-bac-s-liban-2008;3;terminale;NULL;2;NULL;bac-s-liban-2008;18084040
2318;Intégrales Interprétation graphique - Bac S Liban 2008;active;integrales-interpretation-graphique-bac-s-liban-2008;4;terminale;NULL;2;NULL;bac-s-liban-2008;18084050
2213;Intégrales Calcul d'aire - Bac S Métropole 2008;active;integrales-calcul-aire-bac-s-metropole-2008;1;terminale;NULL;2;exercice-corrige;bac-s-metropole-2008;18085010
2486;QCM Fonctions - Bac S Métropole 2012;active;qcm-fonctions-bac-s-metropole-2012;1;terminale;NULL;2;NULL;bac-s-metropole-2012;18085010
2216;Equations de plans - Bac S Métropole 2008;active;equations-plans-bac-s-metropole-2008;7552001;terminale;te-orthogonalite-dans-lespace;2;exercice-corrige;bac-s-metropole-2008;18085020
2218;Loi exponentielle - Bac S Métropole 2008;active;loi-exponentielle-bac-s-metropole-2008;3;terminale;ts-variable-aleatoire-continue;2;exercice-corrige;bac-s-metropole-2008;18085030
2221;Nombres complexes et géométrie - Bac S Métropole 2008;active;nombres-complexes-geometrie-bac-s-metropole-2008;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2008;18085040
2227;Nombres complexes et suites - Bac S Métropole 2008;active;nombres-complexes-suites-bac-s-metropole-2008;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2008;18085050
2282;Nombres complexes et géométrie - Bac S Polynésie Francaise 2008;active;nombres-complexes-geometrie-bac-s-polynesie-francaise-2008;1;terminale;NULL;2;NULL;bac-s-polynesie-francaise-2008;18085510
2285;Equations de droites et de plans - Bac S Polynésie Francaise 2008;active;equations-droites-plans-bac-s-polynesie-francaise-2008;2;terminale;NULL;2;NULL;bac-s-polynesie-francaise-2008;18085520
2287;QCM général - Bac S Polynésie Francaise 2008;active;qcm-general-bac-s-polynesie-francaise-2008;3;terminale;NULL;2;exercice-corrige;bac-s-polynesie-francaise-2008;18085530
2295;QCM spécialité - Bac S Polynésie Francaise 2008;active;qcm-specialite-bac-s-polynesie-francaise-2008;3;terminale;NULL;2;NULL;bac-s-polynesie-francaise-2008;18085540
2239;Intégrale Encadrement - Bac S Pondichéry 2008;active;integrale-encadrement-bac-s-pondichery-2008;1;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2008;18086010
2249;Nombres complexes et rotations - Bac S Pondichéry 2008;active;nombres-complexes-rotations-bac-s-pondichery-2008;2;terminale;NULL;2;NULL;bac-s-pondichery-2008;18086020
2252;Nombres complexes et similitudes-Bac S-Pondichéry 2008;active;nombres-complexes-similitudes-bac-s-pondichery-2008;2;terminale;NULL;2;NULL;bac-s-pondichery-2008;18086030
2256;Orthogonalité dans l'espace - Bac S Pondichéry 2008;active;orthogonalite-espace-bac-s-pondichery-2008;3;terminale;NULL;2;NULL;bac-s-pondichery-2008;18086040
2258;Suites et équations différentielles - Bac S Pondichéry 2008;active;suites-equations-differentielles-bac-s-pondichery-2008;4;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2008;18086050
2378;Equations différentielles Probabilités - Bac S Amérique du Nord 2009;active;equation-differentielle-probabilites-bac-s-amerique-du-nord-2009;1;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092010
2387;Intégrales et suites - Bac S Amérique du Nord 2009;active;integrales-suites-bac-s-amerique-du-nord-2009;2;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092020
2389;Cube Barycentres - Bac S Amérique du Nord 2009;active;cube-barycentres-bac-s-amerique-du-nord-2009;3;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092030
2391;Nombres complexes et rotations - Bac S Amérique du Nord 2009;active;nombres-complexes-rotations-bac-s-amerique-du-nord-2009;4;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092040
2425;Probabilités : événements indépendants - Bac S Centres étrangers 2009;active;probabilites-evenements-independants-bac-s-centres-etrangers-2009;6652001;terminale;1e-probabilites-conditionnelles;2;exercice-corrige;bac-s-centres-etrangers-2009;18092510
2430;Géométrie analytique - Bac S Centres étrangers 2009;active;geometrie-analytique-bac-s-centres-etrangers-2009;7552001;terminale;te-orthogonalite-dans-lespace;2;NULL;bac-s-centres-etrangers-2009;18092520
2433;Révisions spécialité - Bac S Centres étrangers 2009;active;revisions-specialite-bac-s-centres-etrangers-2009;2;terminale;NULL;2;NULL;bac-s-centres-etrangers-2009;18092530
2435;QCM Nombres complexes - Bac S Centres étrangers 2009;active;qcm-nombres-complexes-bac-s-centres-etrangers-2009;9302001;tle-expert;tx-nombres-complexes-et-geometrie;2;exercice-corrige;bac-s-centres-etrangers-2009;18092540
2402;QCM Probabilités - Bac S Liban 2009;active;qcm-probabilites-bac-s-liban-2009;1;terminale;NULL;2;exercice-corrige;bac-s-liban-2009;18094010
2410;Etude d'une fonction - Bac S Liban 2009;active;etude-fonction-bac-s-liban-2009;2;terminale;NULL;2;NULL;bac-s-liban-2009;18094020
2413;Géométrie analytique Cube - Bac S Liban 2009;active;geometrie-analytique-cube-bac-s-liban-2009;7552001;terminale;te-orthogonalite-dans-lespace;2;NULL;bac-s-liban-2009;18094030
2415;Nombres complexes et barycentres - Bac S Liban 2009;active;nombres-complexes-barycentres-bac-s-liban-2009;4;terminale;NULL;2;NULL;bac-s-liban-2009;18094040
2417;Congruences-Bac S Liban 2009;active;congruences-bac-s-liban-2009;9502001;tle-expert;tx-pgcd-et-nombres-premiers;2;exercice-corrige;bac-s-liban-2009;18094050
1446;Suites et récurrence - Bac S Métropole 2009;active;suites-recurrence-bac-s-metropole-2009;7152001;terminale;te-suites;2;exercice-corrige;bac-s-metropole-2009;18095010
2320;Calcul d'aires - Bac S Métropole 2009;active;calcul-aires-bac-s-metropole-2009;2;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095020
2323;Probabilités Combinaisons - Bac S Métropole 2009;active;probabilites-combinaisons-bac-s-metropole-2009;3;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095030
2329;Nombres complexes - Bac S Métropole 2009;active;nombres-complexes-bac-s-metropole-2009;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095040
2334;Congruences - Bac S Métropole 2009;active;congruences-bac-s-metropole-2009;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095050
2340;Intégrales et suites - Bac S Pondichéry 2009;active;integrales-suites-bac-s-pondichery-2009;1;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2009;18096010
