id;title;status;slug;menu_order;classe;chapitre;difficult;solve;annale;;;;;
9377;Matrices de transition – Bac ES Asie 2018 (spé);active;matrices-de-transition-bac-es-asie-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183540;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
9381;Fonctions – Bac ES/L Asie 2018;active;fonctions-bac-es-l-asie-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-asie-2018;15183550;Bac ES/L;Asie;2018;Bac ES/L 2018 Asie
7771;Probabilités - Bac ES/L Liban 2018;active;probabilites-bac-es-l-liban-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184010;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7781;Suites - Bac ES/L Liban 2018;active;suites-bac-es-l-liban-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184020;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7793;QCM - Bac ES/L Liban 2018;active;qcm-bac-es-l-liban-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-liban-2018;15184030;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7817;Fonctions - Bac ES/L Liban 2018;active;fonctions-bac-es-l-liban-2018;4;tle-complementaire;NULL;1;en-attente-de-correction;bac-es-l-liban-2018;15184040;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
7823;Graphes probabilistes - Bac ES Liban 2018 (spé);active;graphes-probabilistes-bac-es-liban-2018-spe;2;tle-complementaire;tes-spe-graphe-probabiliste;2;en-attente-de-correction;bac-es-l-liban-2018;15184050;Bac ES/L;Liban;2018;Bac ES/L 2018 Liban
9223;Probabilités - Bac ES/L Métropole 2018;active;probabilites-bac-es-l-metropole-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185010;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9225;QCM - Bac ES/L Métropole 2018;active;qcm-bac-es-l-metropole-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185020;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9227;Suites - Bac ES/L Métropole 2018;active;suites-bac-es-l-metropole-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185030;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9229;Fonctions - Bac ES/L Métropole 2018;active;fonctions-bac-es-l-metropole-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185040;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9231;Graphes - Bac ES Métropole 2018 (spé);active;graphes-bac-es-l-metropole-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-metropole-2018;15185050;Bac ES/L;Métropole;2018;Bac ES/L 2018 Métropole
9320;QCM – Bac ES/L Polynésie 2018;active;qcm-bac-es-l-polynesie-2018;1;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185510;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9322;Probabilités – Bac ES/L Polynésie 2018;active;probabilites-bac-es-l-polynesie-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185520;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9324;Suites – Bac ES/L Polynésie 2018;active;suites-bac-es-l-polynesie-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185530;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9326;Fonctions – Bac ES/L Polynésie 2018;active;fonctions-bac-es-l-polynesie-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185540;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
9328;Graphes – Bac ES Polynésie 2018 (spé);active;graphes-bac-es-polynesie-2018-spe;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-polynesie-2018;15185550;Bac ES/L;Polynésie;2018;Bac ES/L 2018 Polynésie
7028;QCM – Bac ES/L Pondichéry 2018;active;qcm-bac-es-l-pondichery-2018;1;tle-complementaire;NULL;2;exercice-corrige;bac-es-l-pondichery-2018;15186010;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7070;Probabilités – Bac ES/L Pondichéry 2018;active;probabilites-bac-es-l-pondichery-2018;2;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186020;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7099;Suites - Bac ES/L Pondichéry 2018;active;suites-bac-es-l-pondichery-2018;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186030;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7105;Fonctions – Bac ES/L Pondichéry 2018;active;fonctions-bac-es-l-pondichery-2018;4;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186040;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
7116;Graphes – Bac ES/L Pondichéry 2018 (spé);active;graphes-bac-es-l-pondichery-2018-spe;3;tle-complementaire;NULL;2;en-attente-de-correction;bac-es-l-pondichery-2018;15186050;Bac ES/L;Pondichéry;2018;Bac ES/L 2018 Pondichéry
1485;Suites et intégrales - Bac S Amérique du Nord 2008;active;suites-integrales-bac-s-amerique-du-nord-2008;4;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082010;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
1514;Produit scalaire dans l'espace - Bac S - Amérique du Nord 2008;active;produit-scalaire-espace-bac-s-amerique-du-nord-2008;7552001;terminale;te-orthogonalite-dans-lespace;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082020;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
1867;Droite d'ajustement et astronomie - Bac ES Amérique du Nord 2008;active;droite-ajustement-astronomie-amerique-nord-2008;3;tle-complementaire;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082030;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
2264;Nombres complexes et géométrie - Bac S Amérique du Nord 2008;active;nombres-complexes-geometrie-bac-s-amerique-du-nord-2008;1;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082040;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
2268;Surface et arithmétique - Bac S Amérique du Nord 2008;active;surface-arithmetique-bac-s-amerique-du-nord-2008;2;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2008;18082050;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
2276;Etude de fonction et équations - Bac S Amérique du Nord 2008;active;etude-fonctions-equations-bac-s-amerique-du-nord-2008;7402001;terminale;te-logarithme-neperien;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082060;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
2302;Intégrales Encadrements - Bac S Amérique du Nord 2008;active;integrales-encadrements-bac-s-amerique-du-nord-2008;7452001;terminale;te-primitives-et-integrales;2;exercice-corrige;bac-s-amerique-du-nord-2008;18082070;Bac S;Amérique du Nord;2008;Bac S 2008 Amérique du Nord
2308;Probabilités Variables aléatoires - Bac S Liban 2008;active;probabilites-variables-aleatoires-bac-s-liban-2008;8652001;tle-complementaire;tc-probabilites-conditionnelles;2;exercice-corrige;bac-s-liban-2008;18084010;Bac S;Liban;2008;Bac S 2008 Liban
2310;QCM Nombres complexes Géométrie dans l'espace - Bac S Liban 2008;active;qcm-complexes-geometrie-espace-bac-s-liban-2008;2;terminale;NULL;2;exercice-corrige;bac-s-liban-2008;18084020;Bac S;Liban;2008;Bac S 2008 Liban
2313;QCM spécialité - Bac S Liban 2008;active;qcm-specialite-bac-s-liban-2008;2;terminale;NULL;2;NULL;bac-s-liban-2008;18084030;Bac S;Liban;2008;Bac S 2008 Liban
2316;Etude d'une fonction-Suites-Bac S Liban 2008;active;etude-fonction-suite-bac-s-liban-2008;3;terminale;NULL;2;NULL;bac-s-liban-2008;18084040;Bac S;Liban;2008;Bac S 2008 Liban
2318;Intégrales Interprétation graphique - Bac S Liban 2008;active;integrales-interpretation-graphique-bac-s-liban-2008;4;terminale;NULL;2;NULL;bac-s-liban-2008;18084050;Bac S;Liban;2008;Bac S 2008 Liban
2213;Intégrales Calcul d'aire - Bac S Métropole 2008;active;integrales-calcul-aire-bac-s-metropole-2008;1;terminale;NULL;2;exercice-corrige;bac-s-metropole-2008;18085010;Bac S;Métropole;2008;Bac S 2008 Métropole
2486;QCM Fonctions - Bac S Métropole 2012;active;qcm-fonctions-bac-s-metropole-2012;1;terminale;NULL;2;NULL;bac-s-metropole-2012;18085010;Bac S;Métropole;2008;Bac S 2008 Métropole
2216;Equations de plans - Bac S Métropole 2008;active;equations-plans-bac-s-metropole-2008;7552001;terminale;te-orthogonalite-dans-lespace;2;exercice-corrige;bac-s-metropole-2008;18085020;Bac S;Métropole;2008;Bac S 2008 Métropole
2218;Loi exponentielle - Bac S Métropole 2008;active;loi-exponentielle-bac-s-metropole-2008;3;terminale;ts-variable-aleatoire-continue;2;exercice-corrige;bac-s-metropole-2008;18085030;Bac S;Métropole;2008;Bac S 2008 Métropole
2221;Nombres complexes et géométrie - Bac S Métropole 2008;active;nombres-complexes-geometrie-bac-s-metropole-2008;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2008;18085040;Bac S;Métropole;2008;Bac S 2008 Métropole
2227;Nombres complexes et suites - Bac S Métropole 2008;active;nombres-complexes-suites-bac-s-metropole-2008;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2008;18085050;Bac S;Métropole;2008;Bac S 2008 Métropole
2282;Nombres complexes et géométrie - Bac S Polynésie Francaise 2008;active;nombres-complexes-geometrie-bac-s-polynesie-francaise-2008;1;terminale;NULL;2;NULL;bac-s-polynesie-francaise-2008;18085510;Bac S;Polynésie;2008;Bac S 2008 Polynésie
2285;Equations de droites et de plans - Bac S Polynésie Francaise 2008;active;equations-droites-plans-bac-s-polynesie-francaise-2008;2;terminale;NULL;2;NULL;bac-s-polynesie-francaise-2008;18085520;Bac S;Polynésie;2008;Bac S 2008 Polynésie
2287;QCM général - Bac S Polynésie Francaise 2008;active;qcm-general-bac-s-polynesie-francaise-2008;3;terminale;NULL;2;exercice-corrige;bac-s-polynesie-francaise-2008;18085530;Bac S;Polynésie;2008;Bac S 2008 Polynésie
2295;QCM spécialité - Bac S Polynésie Francaise 2008;active;qcm-specialite-bac-s-polynesie-francaise-2008;3;terminale;NULL;2;NULL;bac-s-polynesie-francaise-2008;18085540;Bac S;Polynésie;2008;Bac S 2008 Polynésie
2239;Intégrale Encadrement - Bac S Pondichéry 2008;active;integrale-encadrement-bac-s-pondichery-2008;1;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2008;18086010;Bac S;Pondichéry;2008;Bac S 2008 Pondichéry
2249;Nombres complexes et rotations - Bac S Pondichéry 2008;active;nombres-complexes-rotations-bac-s-pondichery-2008;2;terminale;NULL;2;NULL;bac-s-pondichery-2008;18086020;Bac S;Pondichéry;2008;Bac S 2008 Pondichéry
2252;Nombres complexes et similitudes-Bac S-Pondichéry 2008;active;nombres-complexes-similitudes-bac-s-pondichery-2008;2;terminale;NULL;2;NULL;bac-s-pondichery-2008;18086030;Bac S;Pondichéry;2008;Bac S 2008 Pondichéry
2256;Orthogonalité dans l'espace - Bac S Pondichéry 2008;active;orthogonalite-espace-bac-s-pondichery-2008;3;terminale;NULL;2;NULL;bac-s-pondichery-2008;18086040;Bac S;Pondichéry;2008;Bac S 2008 Pondichéry
2258;Suites et équations différentielles - Bac S Pondichéry 2008;active;suites-equations-differentielles-bac-s-pondichery-2008;4;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2008;18086050;Bac S;Pondichéry;2008;Bac S 2008 Pondichéry
2378;Equations différentielles Probabilités - Bac S Amérique du Nord 2009;active;equation-differentielle-probabilites-bac-s-amerique-du-nord-2009;1;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092010;Bac S;Amérique du Nord;2009;Bac S 2009 Amérique du Nord
2387;Intégrales et suites - Bac S Amérique du Nord 2009;active;integrales-suites-bac-s-amerique-du-nord-2009;2;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092020;Bac S;Amérique du Nord;2009;Bac S 2009 Amérique du Nord
2389;Cube Barycentres - Bac S Amérique du Nord 2009;active;cube-barycentres-bac-s-amerique-du-nord-2009;3;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092030;Bac S;Amérique du Nord;2009;Bac S 2009 Amérique du Nord
2391;Nombres complexes et rotations - Bac S Amérique du Nord 2009;active;nombres-complexes-rotations-bac-s-amerique-du-nord-2009;4;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2009;18092040;Bac S;Amérique du Nord;2009;Bac S 2009 Amérique du Nord
2425;Probabilités : événements indépendants - Bac S Centres étrangers 2009;active;probabilites-evenements-independants-bac-s-centres-etrangers-2009;6652001;terminale;1e-probabilites-conditionnelles;2;exercice-corrige;bac-s-centres-etrangers-2009;18092510;Bac S;Centres Etrangers;2009;Bac S 2009 Centres Etrangers
2430;Géométrie analytique - Bac S Centres étrangers 2009;active;geometrie-analytique-bac-s-centres-etrangers-2009;7552001;terminale;te-orthogonalite-dans-lespace;2;NULL;bac-s-centres-etrangers-2009;18092520;Bac S;Centres Etrangers;2009;Bac S 2009 Centres Etrangers
2433;Révisions spécialité - Bac S Centres étrangers 2009;active;revisions-specialite-bac-s-centres-etrangers-2009;2;terminale;NULL;2;NULL;bac-s-centres-etrangers-2009;18092530;Bac S;Centres Etrangers;2009;Bac S 2009 Centres Etrangers
2435;QCM Nombres complexes - Bac S Centres étrangers 2009;active;qcm-nombres-complexes-bac-s-centres-etrangers-2009;9302001;tle-expert;tx-nombres-complexes-et-geometrie;2;exercice-corrige;bac-s-centres-etrangers-2009;18092540;Bac S;Centres Etrangers;2009;Bac S 2009 Centres Etrangers
2402;QCM Probabilités - Bac S Liban 2009;active;qcm-probabilites-bac-s-liban-2009;1;terminale;NULL;2;exercice-corrige;bac-s-liban-2009;18094010;Bac S;Liban;2009;Bac S 2009 Liban
2410;Etude d'une fonction - Bac S Liban 2009;active;etude-fonction-bac-s-liban-2009;2;terminale;NULL;2;NULL;bac-s-liban-2009;18094020;Bac S;Liban;2009;Bac S 2009 Liban
2413;Géométrie analytique Cube - Bac S Liban 2009;active;geometrie-analytique-cube-bac-s-liban-2009;7552001;terminale;te-orthogonalite-dans-lespace;2;NULL;bac-s-liban-2009;18094030;Bac S;Liban;2009;Bac S 2009 Liban
2415;Nombres complexes et barycentres - Bac S Liban 2009;active;nombres-complexes-barycentres-bac-s-liban-2009;4;terminale;NULL;2;NULL;bac-s-liban-2009;18094040;Bac S;Liban;2009;Bac S 2009 Liban
2417;Congruences-Bac S Liban 2009;active;congruences-bac-s-liban-2009;9502001;tle-expert;tx-pgcd-et-nombres-premiers;2;exercice-corrige;bac-s-liban-2009;18094050;Bac S;Liban;2009;Bac S 2009 Liban
1446;Suites et récurrence - Bac S Métropole 2009;active;suites-recurrence-bac-s-metropole-2009;7152001;terminale;te-suites;2;exercice-corrige;bac-s-metropole-2009;18095010;Bac S;Métropole;2009;Bac S 2009 Métropole
2320;Calcul d'aires - Bac S Métropole 2009;active;calcul-aires-bac-s-metropole-2009;2;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095020;Bac S;Métropole;2009;Bac S 2009 Métropole
2323;Probabilités Combinaisons - Bac S Métropole 2009;active;probabilites-combinaisons-bac-s-metropole-2009;3;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095030;Bac S;Métropole;2009;Bac S 2009 Métropole
2329;Nombres complexes - Bac S Métropole 2009;active;nombres-complexes-bac-s-metropole-2009;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095040;Bac S;Métropole;2009;Bac S 2009 Métropole
2334;Congruences - Bac S Métropole 2009;active;congruences-bac-s-metropole-2009;4;terminale;NULL;2;exercice-corrige;bac-s-metropole-2009;18095050;Bac S;Métropole;2009;Bac S 2009 Métropole
2340;Intégrales et suites - Bac S Pondichéry 2009;active;integrales-suites-bac-s-pondichery-2009;1;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2009;18096010;Bac S;Pondichéry;2009;Bac S 2009 Pondichéry
2344;Nombres complexes Lieux géométriques - Bac S Pondichéry 2009;active;lieux-geometriques-bac-s-pondichery-2009;2;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2009;18096020;Bac S;Pondichéry;2009;Bac S 2009 Pondichéry
2350;Nombres complexes et suites - Bac S Pondichéry 2009;active;nombres-complexes-et-suites-bac-s-pondichery-2009;2;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2009;18096030;Bac S;Pondichéry;2009;Bac S 2009 Pondichéry
2353;QCM géométrie dans l'espace - Bac S Pondichéry 2009;active;qcm-geometrie-espace-bac-s-pondichery-2009;3;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2009;18096040;Bac S;Pondichéry;2009;Bac S 2009 Pondichéry
2356;Probabilités Lancers successifs - Bac S Pondichéry 2009;active;lancers-successifs-bac-s-pondichery-2009;6652001;terminale;1e-probabilites-conditionnelles;2;exercice-corrige;bac-s-pondichery-2009;18096050;Bac S;Pondichéry;2009;Bac S 2009 Pondichéry
2462;Nombres complexes et rotations - Bac S Amérique du Nord 2011;active;complexes-rotations-bac-s-amerique-nord-2011;1;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2011;18112010;Bac S;Amérique du Nord;2011;Bac S 2011 Amérique du Nord
2465;Durée de vie d'un ordinateur - Bac S Amérique du Nord 2011;active;duree-vie-bac-s-amerique-nord-2011;2;terminale;ts-variable-aleatoire-continue;2;exercice-corrige;bac-s-amerique-du-nord-2011;18112020;Bac S;Amérique du Nord;2011;Bac S 2011 Amérique du Nord
2469;Géométrie dans l'espace Barycentres - Bac S  Amérique du Nord  2011;active;barycentre-bac-s-amerique-nord-2011;3;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2011;18112030;Bac S;Amérique du Nord;2011;Bac S 2011 Amérique du Nord
2471;Arithmétique : Suite d'entiers - Bac S  Amérique du Nord  2011;active;suite-entiers-bac-s-amerique-nord-2011;9502001;tle-expert;tx-pgcd-et-nombres-premiers;2;exercice-corrige;bac-s-amerique-du-nord-2011;18112040;Bac S;Amérique du Nord;2011;Bac S 2011 Amérique du Nord
2477;Fonctions et suites - Bac S  Amérique du Nord  2011;active;fonctions-suites-bac-s-amerique-nord-2011;4;terminale;NULL;2;exercice-corrige;bac-s-amerique-du-nord-2011;18112050;Bac S;Amérique du Nord;2011;Bac S 2011 Amérique du Nord
2481;Géométrie dans l'espace : Barycentre - Bac S Liban 2011;active;geometrie-dans-lespace-barycentre-bac-s-liban-2011;1;terminale;NULL;2;NULL;bac-s-liban-2011;18114010;Bac S;Liban;2011;Bac S 2011 Liban
2483;QCM Probabilités - Bac S Liban 2011;active;qcm-probabilites-bac-s-liban-2011;2;terminale;NULL;2;NULL;bac-s-liban-2011;18114020;Bac S;Liban;2011;Bac S 2011 Liban
1235;Probabilités - Contamination par un virus-Bac S Métropole-2011;active;contamination-bac-s-metropole-2011;6652001;terminale;1e-probabilites-conditionnelles;2;exercice-corrige;bac-s-metropole-2011;18115010;Bac S;Métropole;2011;Bac S 2011 Métropole
2444;Nombres complexes  QCM - Bac S Métropole-2011;active;qcm-bac-s-metropole-2011;2;terminale;NULL;2;exercice-corrige;bac-s-metropole-2011;18115020;Bac S;Métropole;2011;Bac S 2011 Métropole
1228;Probabilités - Bac S Pondichéry 2011;active;jeu-de-flechettes-bac-s-pondichery-2011;7602001;terminale;te-loi-binomiale;2;exercice-corrige;bac-s-pondichery-2011;18116010;Bac S;Pondichéry;2011;Bac S 2011 Pondichéry
2447;Fonctions Calculs d'aire - Bac S Pondichéry 2011;active;fonction-calcul-aire-bac-s-pondichery-2011;7452001;terminale;te-primitives-et-integrales;2;exercice-corrige;bac-s-pondichery-2011;18116020;Bac S;Pondichéry;2011;Bac S 2011 Pondichéry
2451;Médianes d'un tétraèdre - Bac S Pondichéry 2011;active;medianes-tetraedre-bac-s-pondichery-2011;2;terminale;NULL;2;exercice-corrige;bac-s-pondichery-2011;18116030;Bac S;Pondichéry;2011;Bac S 2011 Pondichéry
2456;Sections de surfaces - Bac S Pondichéry 2011;active;sections-surfaces-bac-s-pondichery-2011;2;terminale;NULL;2;NULL;bac-s-pondichery-2011;18116040;Bac S;Pondichéry;2011;Bac S 2011 Pondichéry
2489;Probabilités - Bac S Métropole 2012;active;probabilites-bac-s-metropole-2012;2;terminale;NULL;2;NULL;bac-s-metropole-2012;18125020;Bac S;Métropole;2012;Bac S 2012 Métropole
2491;Fonctions - Algorithmes - Bac S Métropole 2012;active;fonctions-algorithmes-bac-s-metropole-2012;3;terminale;NULL;2;en-attente-de-correction;bac-s-metropole-2012;18125030;Bac S;Métropole;2012;Bac S 2012 Métropole
2495;Nombres complexes - Transformations du plan - Bac S Métropole 2012;active;nombres-complexes-transformations-plan-bac-s-metropole-2012;4;terminale;NULL;2;NULL;bac-s-metropole-2012;18125040;Bac S;Métropole;2012;Bac S 2012 Métropole
1536;Arithmétique - Bac S Amérique du Nord 2013 (spé);active;arithmetique-bac-s-amerique-nord-2013;9402001;tle-expert;tx-divisibilite-et-congruences;2;exercice-corrige;bac-s-amerique-du-nord-2013;18132010;Bac S;Amérique du Nord;2013;Bac S 2013 Amérique du Nord
2534;Géometrie dans l'espace - Bac S Amérique du Nord 2013;active;geometrie-espace-bac-s-amerique-nord-2013;7552001;terminale;te-orthogonalite-dans-lespace;2;NULL;bac-s-amerique-du-nord-2013;18132020;Bac S;Amérique du Nord;2013;Bac S 2013 Amérique du Nord
2537;Suites - Bac S Amérique du Nord 2013;active;suites-bac-s-amerique-nord-2013;7152001;terminale;te-suites;2;exercice-corrige;bac-s-amerique-du-nord-2013;18132030;Bac S;Amérique du Nord;2013;Bac S 2013 Amérique du Nord
2541;Probabilités - Bac S  Amérique du Nord 2013;active;probabilites-bac-s-amerique-nord-2013;3;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2013;18132040;Bac S;Amérique du Nord;2013;Bac S 2013 Amérique du Nord
2543;Logarithme Exponentielle - Bac S  Amérique du Nord 2013;active;logarithme-bac-s-amerique-nord-2013;4;terminale;NULL;2;NULL;bac-s-amerique-du-nord-2013;18132050;Bac S;Amérique du Nord;2013;Bac S 2013 Amérique du Nord
1469;Suites - Bac S Centres étrangers 2013;active;suites-algorithmes-bac-s-centres-etrangers-2013;7152001;terminale;te-suites;2;exercice-corrige;bac-s-centres-etrangers-2013;18132510;Bac S;Centres Etrangers;2013;Bac S 2013 Centres Etrangers
2561;Probabilités - Bac S  Centres étrangers 2013;active;probabilites-bac-s-centres-etrangers-2013;1;terminale;NULL;2;NULL;bac-s-centres-etrangers-2013;18132520;Bac S;Centres Etrangers;2013;Bac S 2013 Centres Etrangers
2564;QCM Géometrie dans l'espace - Bac S Centres étrangers 2013;active;qcm-geometrie-espace-bac-s-centres-etrangers-2013;7552001;terminale;te-orthogonalite-dans-lespace;2;exercice-corrige;bac-s-centres-etrangers-2013;18132530;Bac S;Centres Etrangers;2013;Bac S 2013 Centres Etrangers
2571;Intégrales - Bac S Centres étrangers 2013;active;integrales-bac-s-centres-etrangers-2013;7452001;terminale;te-primitives-et-integrales;2;exercice-corrige;bac-s-centres-etrangers-2013;18132540;Bac S;Centres Etrangers;2013;Bac S 2013 Centres Etrangers
1426;Suites et complexes - Bac S  Antilles Guyane 2013;active;suites-complexes-bac-s-antilles-guyane-2013;9202001;tle-expert;tx-nombres-complexes-et-algebre;2;NULL;bac-s-antilles-guyane-2013;18133010;Bac S;Antilles-Guyanne;2013;Bac S 2013 Antilles-Guyanne
1516;QCM Géométrie dans l'espace - Bac S  Antilles Guyane 2013;active;qcm-geometrie-espace-bac-s-antilles-guyane-2013;7552001;terminale;te-orthogonalite-dans-lespace;2;NULL;bac-s-antilles-guyane-2013;18133020;Bac S;Antilles-Guyanne;2013;Bac S 2013 Antilles-Guyanne
2573;Probabilités - Bac S  Antilles Guyane 2013;active;probabilites-bac-s-antilles-guyane-2013;2;terminale;NULL;2;NULL;bac-s-antilles-guyane-2013;18133030;Bac S;Antilles-Guyanne;2013;Bac S 2013 Antilles-Guyanne
